Project ID,Project Name,Implementing Agency,Program,Project Description,Total Cost,SB 1 Funds,Fiscal Year,Is SB 1?,Project Status,Assembly Districts,Senate Districts,Counties,Cities,Caltrans Districts,Is on SHS?,Date Updated
'LSR-5593,Chip Seal Modoc County Roads,Modoc County,Local Streets and Roads,Pavement Rehab/Repair (Existing),2348606,2348606,19/20,Y,Completed,1,1,Modoc,,2,N,6/30/2021
'0219000160,County Road 111 Rehabilitation,Modoc County,State Transportation Improvement Program,"County Road 111 from State Route 139 to County Road 108, East of Tulelake California.  Hot mix overlay of existing pavement for 5.9 miles.",3701000,0,19/20,N,Planned,1,1,Modoc,,2,N,10/27/2020
'2018-6141-005,Capital Grant Match Vehicle Replacement,Modoc County Local Transportation Commission,State of Good Repair,"Purchase 1 new replacement vehicle, using SGR funds as grant match",23831.36,23831,17/18,Y,Completed,1,1,Modoc,Alturas,2,N,9/9/2021
'2018-6141-009,IT Security Equipment and System,Modoc County Local Transportation Commission,State of Good Repair,"Replace upgrade IT Security System with 5 new servers, battery back up, warranties and upgraded fire walls. This project provided security and protection to our agencies and reduced the potential to have data and financial information stolen.",4257,4257,17/18,Y,Completed,1,1,Modoc,Alturas,2,N,9/9/2021
'2019-6141-010,"Capital Grant Match Vehicle Replacement, Utilizing three funding years.",Modoc County Local Transportation Commission,State of Good Repair,"New replacement vehicle, using SGR funds as grant match.  Purchase (1) new replacement vehicle Model and Make TBD 2020 ford or chevy cutaway, passenger 12 + 2, Glavel Titan 2, vehicle #T22.  MTA will be utilizing three Fiscal Years on this project FY 18/19, 19/20 and FY 20/21.",209542,123164,18/19,Y,In Progress,1,1,Modoc,Alturas,2,N,9/9/2021
'STA-20210301-0027,Modoc County Local Transportation Commission Fiscal Year 20/21 State Transit Assistance,Modoc County Local Transportation Commission,State Transit Assistance,Modoc County Local Transportation Commission Fiscal Year 20/21 State Transit Assistance,53668,24151,20/21,Y,In Progress,1,1,Modoc,,2,N,12/2/2021
'STA-20180301-0027,Modoc County Local Transportation Commission Fiscal Year 17/18 State Transit Assistance,Modoc County Local Transportation Commission,State Transit Assistance,Modoc County Local Transportation Commission Fiscal Year 17/18 State Transit Assistance,67428,22251,17/18,Y,Completed,1,1,Modoc,Alturas,2,N,6/13/2020
'STA-20190301-0027,Modoc County Local Transportation Commission Fiscal Year 18/19 State Transit Assistance,Modoc County Local Transportation Commission,State Transit Assistance,Modoc County Local Transportation Commission Fiscal Year 18/19 State Transit Assistance,87971,39586,18/19,Y,Completed,1,1,Modoc,Alturas,2,N,6/13/2020
'STA-20200301-0027,Modoc County Local Transportation Commission Fiscal Year 19/20 State Transit Assistance,Modoc County Local Transportation Commission,State Transit Assistance,Modoc County Local Transportation Commission Fiscal Year 19/20 State Transit Assistance,90937,40921,19/20,Y,Completed,1,1,Modoc,Alturas,2,N,12/2/2021
'LSR-4287,5-Year Road Capital Improvement Program Update,Mono County,Local Streets and Roads,"Project Scope Development, Cost Estimating, Maintenance Program Plan Development",1835000,15760,19/20,Y,Planned,5,8,Mono,,9,N,6/30/2021
'LSR-6321,Airport Road Rehabilitation Project,Mono County,Local Streets and Roads,"Preliminary Design, Document Preparation, Cost Estimating",1293835,52791,19/20,Y,Planned,5,8,Mono,,9,N,6/30/2021
'LSR-6322,County-Wide Crack Sealing,Mono County,Local Streets and Roads,Pavement Rehab/Repair (Existing),500000,103713,19/20,Y,InProgress,5,8,Mono,,9,N,6/30/2021
'LSR-4229,County-Wide Fog Seal and Stripe - Phase 2,Mono County,Local Streets and Roads,"Preliminary Design, Paving and/or Striping Rehab/Repair (Existing Safety), Document Preparation, Cost Estimating, Environmental Study/Documents, Fog seal and stripe roads that were rehabilitated in the last 15 years to prevent premature deterioration due to high altitude sun exposure.",1025000,289,19/20,Y,Planned,5,8,Mono,,9,N,6/30/2021
'LSR-4230,Slurry Seal Mono City Streets and Benton Crossing Road (Phase 1),Mono County,Local Streets and Roads,"Preliminary Design, Cost Estimating, Environmental Study/Documents, Document Preparation, Paving and/or Striping Rehab/Repair (Existing Safety), Pavement Rehab/Repair (Existing), Slurry seal/micro-surface and patch pot holes in the community of Mono City.  Slurry seal/micro-surfacing and striping on a portion of Benton Crossing Road.",984097,969860,19/20,Y,Completed,5,8,Mono,,9,N,6/30/2021
'LSR-4231,Road Rehabilitation on South Landing Road and Hackney Drive,Mono County,Local Streets and Roads,"Cost Estimating, Preliminary Design, Environmental Study/Documents, Document Preparation, Pavement Rehab/Repair (Existing), Hot mix asphalt overlay on South Landing Road.  Full-depth reclamation (pulverize existing asphalt and place 3-inches of new hot mix asphalt) of Hackney Drive.",907654,870141,19/20,Y,Completed,5,8,Mono,,9,N,6/30/2021
'LSR-4236,Eastside Lane Striping,Mono County,Local Streets and Roads,Paving and/or Striping Rehab/Repair (Existing Safety),16946,16946,18/19,Y,Completed,5,8,Mono,,9,N,6/30/2021
'LSR-4238,Eastside Lane Rehabilitation - Phase 1,Mono County,Local Streets and Roads,"Environmental Study/Documents, Right of Way, Document Preparation, Project Scope Development, Cost Estimating, Preliminary Design",33440,33440,18/19,Y,Completed,5,8,Mono,,9,N,6/30/2021
'LSR-6298,Long Valley Streets Rehabilitation,Mono County,Local Streets and Roads,"Project Scope Development, Preliminary Design, Environmental Study/Documents, Cost Estimating, Document Preparation",50000,17930,19/20,Y,Planned,5,8,Mono,,9,N,6/30/2021
'LSR-6301,Twin Lakes Road Maintenance,Mono County,Local Streets and Roads,"Document Preparation, Cost Estimating, Environmental Study/Documents",614007,43298,19/20,Y,Planned,5,8,Mono,,9,N,6/30/2021
'LSR-6320,Virginia Lakes Road Maintenance Project,Mono County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Document Preparation, Cost Estimating, Environmental Study/Documents, Paving and/or Striping Rehab/Repair (Existing Safety), Preliminary Design",40000,4184,19/20,Y,InProgress,5,8,Mono,,9,N,6/30/2021
'LSR-794,County-wide Fog Seal and Stripe,Mono County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Fog seal and stripe 46 miles of roads that were rehabilitated in the last 15 years to prevent premature deterioration due to high altitude sun exposure.",720842,721334,18/19,Y,Completed,5,8,Mono,,9,N,6/30/2021
'0918000050,Eastside Lane Phase 1,Mono County,State Transportation Improvement Program,"The project will rehabilitate approximately 2.25 miles of existing asphalt pavement on a portion of Eastside Lane between Larson Lane and Cunningham Lane, including converting the existing dirt shoulders to paved bike lanes, and replacing existing signs, striping and snow poles.",1650000,0,18/19,N,In Progress,5,8,Mono,,9,N,10/27/2020
'0919000015,Airport Road,Mono County,State Transportation Improvement Program,"Rehabilitate 1.3 miles of Airport Road and 0.3 miles of Hot Creek Hatchery Road adjacent to the Mammoth-Yosemite Airport near Mammoth Lakes.  This project will rehabilitate existing asphalt concrete, add paved bike lanes between Highway 395 and the Airport, and repair existing drainage culverts crossing under Airport Road, as necessary.",1566000,0,18/19,N,In Progress,5,8,Mono,,9,N,10/27/2020
'STA-20210301-0028,Mono County Local Transportation Commission Fiscal Year 20/21 State Transit Assistance,Mono County Local Transportation Commission,State Transit Assistance,Mono County Local Transportation Commission Fiscal Year 20/21 State Transit Assistance,172557,77651,20/21,Y,In Progress,5,8,Mono,,9,N,12/2/2021
'STA-20180301-0028,Mono County Local Transportation Commission Fiscal Year 17/18 State Transit Assistance,Mono County Local Transportation Commission,State Transit Assistance,Mono County Local Transportation Commission Fiscal Year 17/18 State Transit Assistance,223376,73714,17/18,Y,Completed,5,8,Mono,,9,N,6/13/2020
'STA-20190301-0028,Mono County Local Transportation Commission Fiscal Year 18/19 State Transit Assistance,Mono County Local Transportation Commission,State Transit Assistance,Mono County Local Transportation Commission Fiscal Year 18/19 State Transit Assistance,283630,127633,18/19,Y,Completed,5,8,Mono,,9,N,6/13/2020
'STA-20200301-0028,Mono County Local Transportation Commission Fiscal Year 19/20 State Transit Assistance,Mono County Local Transportation Commission,State Transit Assistance,Mono County Local Transportation Commission Fiscal Year 19/20 State Transit Assistance,302670,136201,19/20,Y,Completed,5,8,Mono,,9,N,12/2/2021
'0518000167,Via Salinas Valley: An Active Transportation Education Program,Monterey County,Active Transportation Program,Via Salinas Valley was awarded an ATP grant 2014 to develop local infrastructure in the five disadvantaged communities. This funding request builds upon that work and proposes to implement community and school based active transportation education program.,1158000,964000,16/17,Y,Planned,30,12,Monterey,"Carmel-by-the-Sea, Del Rey Oaks, Greenfield, Gonzales, King City, Monterey, Marina, Pacific Grove, Salinas, Seaside, Sand City, Soledad",5,N,9/13/2021
'0512000207,Castroville Bicycle and Pedestrian Path and Railroad Crossing Project,Monterey County,Active Transportation Program,"In Castroville, from the intersection of McDoughall Street and Salinas Street to Castroville Boulevard.  Construct Class 1 bicycle  and pedestrian path and bridge.",8931000,0,14/15,N,Completed,"29, 30","12, 17",Monterey,"Carmel-by-the-Sea, Del Rey Oaks, Greenfield, Gonzales, King City, Monterey, Marina, Pacific Grove, Salinas, Seaside, Sand City, Soledad",5,N,9/13/2021
'0518000132,Moss Landing Segment Bicycle and Pedestrian Path and Bridge Project,Monterey County,Active Transportation Program,"The Project is approximately 4,466 ft 0.85 mile consisting of the construction of a 10 foot paved bicycle path with 2 foot wide decomposed granite shoulders on either side of the path and a 12 foot wide 386 foot long pedestrian and bicycle bridge.",13427000,7587000,16/17,Y,In Progress,29,17,Monterey,"Carmel-by-the-Sea, Del Rey Oaks, Greenfield, Gonzales, King City, Monterey, Marina, Pacific Grove, Salinas, Seaside, Sand City, Soledad",5,N,9/13/2021
'0518000147,Las Lomas Drive Bicycle Lane and Pedestrian Project,Monterey County,Active Transportation Program,"The Project is approximately 1,320 ft. .25 mile consisting of the completion of environmental NEPA, construction of sidewalks, class II bicycle lanes, roadway improvements including widening, curb, gutter, driveways, retaining walls, and water treatment Facility.",3168000,368000,16/17,Y,Planned,29,17,Monterey,"Carmel-by-the-Sea, Del Rey Oaks, Greenfield, Gonzales, King City, Monterey, Marina, Pacific Grove, Salinas, Seaside, Sand City, Soledad",5,N,9/13/2021
'0519000117,State Route 156 Safety Improvements - Blackie Road Extension,Monterey County,Local Partnership Program - Formulaic,Extension of Blackie Road to connect to a new interchange at State Route 156 and Castroville Boulevard.,6500000,250000,18/19,Y,Planned,,12,Monterey,,5,N,5/24/2021
'LSR-2113,River Road,Monterey County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Preliminary Design, Environmental Study/Documents, Pavement Rehab/Repair (Existing), Rehabilitate approximately 2.7 miles of road.",9850000,89693,19/20,Y,InProgress,"29, 30","12, 17",Monterey,,5,N,6/30/2021
'LSR-2127,Arroyo Seco Road,Monterey County,Local Streets and Roads,"Preliminary Design, Cost Estimating, Document Preparation, Reconstruct/rehabilitate 1.1 miles of road.",4216400,210000,19/20,Y,Completed,30,"12, 17",Monterey,,5,N,6/30/2021
'LSR-2134,River Road,Monterey County,Local Streets and Roads,"Document Preparation, Cost Estimating, Preliminary Design, Reconstruct/rehabilitate 3 miles of road.",8138000,724250,19/20,Y,Completed,30,"12, 17",Monterey,,5,N,6/30/2021
'LSR-1964,"Iverson Road, Gloria Road, Johnson Canyon Road",Monterey County,Local Streets and Roads,"Preliminary Design, Document Preparation, Pavement Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Reconstruct/rehabilitate 5 miles of road (Iverson Rd-2.2 mi, Gloria Rd-1.9 mi, Johnson Cyn Rd-0.9 mi).",15797000,451032,19/20,Y,InProgress,30,12,Monterey,,5,N,6/30/2021
'LSR-2182,Hall Road Pavement Repair,Monterey County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Repair road depression due unsuitable material/base underneath road pavement.",129690,129690,18/19,Y,Completed,29,17,Monterey,,5,N,6/30/2021
'LSR-3945,Vegetation Clearing/Removal,Monterey County,Local Streets and Roads,"Landscape Safety Rehab/Repair (Existing), Perform vegetation clearing/removal along County roads at various locations in the County.  Please see inchesLSR-2019-PP017 Attachmentinches for list of roads for vegetation clearing/removal.",21450,21450,18/19,Y,Completed,"29, 30","12, 17",Monterey,,5,N,6/30/2021
'LSR-3951,Annual Seal Coat Program,Monterey County,Local Streets and Roads,"Resurface/chip seal various County roads:  Russel Rd, from Paul Ave to Harrison Rd; Crazy Horse Canyon Rd, from Audrey Ln to Wild Horse Rd; Corral de Tierra, from Vista Dorado to Paseo del Chaparral; Reservation Rd, from Blanco Rd to InterGarrsion Rd; and Metz Rd, from Airport Rd to Elm Ave.",2000000,1497772,18/19,Y,Completed,"29, 30","12, 17",Monterey,,5,N,6/30/2021
'LSR-4006,Cachagua Road Slope Repair,Monterey County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Pavement Rehab/Repair (Existing), Project is repair slipout damage on Cachagua Road that occurred during the 2017 Winter Storm.",262245,262245,19/20,Y,Completed,30,17,Monterey,,5,N,6/30/2021
'LSR-4022,Palo Colorado Road Patching,Monterey County,Local Streets and Roads,Pavement Rehab/Repair (Existing),35000,21098,18/19,Y,Completed,30,17,Monterey,,5,N,6/30/2021
'LSR-5518,Alisal Road,Monterey County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Document Preparation, Preliminary Design, Paving and/or Striping Rehab/Repair (Existing Safety), Project is to rehabilitate Alisal Road near Salinas, approximately 700 feet of road.",6000000,13857,19/20,Y,Planned,30,12,Monterey,,5,N,6/30/2021
'LSR-7228,Robinson Canyon Road Slope & Road Repair,Monterey County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Repair road and slope due to winter storm.",645000,627265,19/20,Y,Completed,30,17,Monterey,,5,N,6/30/2021
'LSR-7236,Carmel Valley Road Slope Repair,Monterey County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Road and slope repair due to winter storm.",975000,912593,19/20,Y,InProgress,30,17,Monterey,,5,N,6/30/2021
'LSR-7241,Tassajara Road Culvert Repair,Monterey County,Local Streets and Roads,Storm Drain and/or Culvert Rehab/Repair (Existing),500000,28609,19/20,Y,InProgress,30,17,Monterey,,5,N,6/30/2021
'LSR-7249,State Route 1 Climbing Lane,Monterey County,Local Streets and Roads,Pavement Improvement (New),6800000,54750,19/20,Y,Completed,29,17,Monterey,,5,N,6/30/2021
'LSR-7264,County wide Road Striping FY20,Monterey County,Local Streets and Roads,Paving and/or Striping Rehab/Repair (Existing Safety),690581,690581,19/20,Y,Completed,"29, 30","12, 17",Monterey,,5,N,6/30/2021
'0521000083,Monterey-Salinas Transit Bus Replacement,Monterey-Salinas Transit,Local Partnership Program - Formulaic,The project includes replacement of eight (8) old transit buses with new transit buses.,3207000,684000,21/22,Y,Planned,"29, 30","12, 17",Monterey,,5,N,5/21/2021
'0519000137,Monterey Bus Rapid Transit Phase II,Monterey-Salinas Transit,Local Partnership Program - Formulaic,"In Monterey County, implementation of a bus rapid transit corridor on and/or parallel to State Route 1.",39695000,100000,18/19,Y,Planned,29,17,Monterey,,5,N,9/14/2020
'0520000163,Bus Replacements,Monterey-Salinas Transit,Local Partnership Program - Formulaic,Procure replacement transit buses for vehicles that have met their useful lives.,4910000,241000,19/20,Y,Planned,,,Monterey,,5,N,5/21/2021
'0519000010,South County Operations and Maintenance Facility,Monterey-Salinas Transit,Local Partnership Program - Formulaic,"In King City, Monterey County, the project is to construct an operations and maintenance facility for public transit vehicles.",12000000,242000,18/19,Y,In Progress,29,17,Monterey,,5,N,6/2/2021
'2018-6011-001,MST Bus Procurement,Monterey-Salinas Transit,State of Good Repair,"Replacement of up to 10 cutaway buses, diesel.",775354.92,775354,17/18,Y,Completed,29,17,Monterey,Monterey,5,N,9/9/2021
'2019-6011-002,CJW Rehab Project,Monterey-Salinas Transit,State of Good Repair,"Renovation and Rehabilitation of Salinas Operations and Maintenance Facility for new plumbing, electrical upgrades, paint, restroom improvements, and other needed updates.This project was added 03.25.19",100000,100000,18/19,Y,Completed,29,17,Monterey,Monterey,5,N,9/9/2021
'2019-6011-003,STC Rehab Project,Monterey-Salinas Transit,State of Good Repair,"Salinas Transit Center is the major transfer station in Salinas.  STC has public restrooms that will be demolished and replaced with a single unisex restroom.  THe existing building housing the customer service window and bus drive break room will be expanded, and employee-only restrooms will be added.  The building will have heat and air conditioning upgrades and new paint.This project was added 03.25.19",677095,677095,18/19,Y,Completed,29,17,Monterey,Monterey,5,N,9/9/2021
'2019-6011-004,Cutaway Bus Replacement Phase II,Monterey-Salinas Transit,State of Good Repair,"Purchase two 35ft diesel buses, 31 seated passengers, wheelchair ramp",817725.76,817725,18/19,Y,In Progress,29,17,Monterey,Monterey,5,N,9/9/2021
'TEMP-SGR-6011-I,Bus Replacements,Monterey-Salinas Transit,State of Good Repair,Purchase four 30' Cut Away replacement buses and four 40' suburban replacement buses.,4691755,855275,20/21,Y,Planned,29,17,Monterey,Monterey,5,N,9/9/2021
'TEMP-SGR-6235-N,Bus Shelter Rehabilitation,Morongo Basin Transit Authority,State of Good Repair,"MBTA will improve bus stops in the Morongo Basin service area. The bus stop improvements will include design plans, construction of the bus pad and shelter, and solar lighting. Americans with Disabilities (ADA) improvements will be implemented as necessary.",66770,66770,20/21,Y,Planned,42,16,San Bernardino,Monterey,5,N,9/9/2021
'2018-6235-001,Facility Lighting,Morongo Basin Transit Authority,State of Good Repair,"MBTA has determined the need to do a facility lighting upgrade for our MBTA Operations Center in Joshua Tree.  The current lighting system has been in place since the opening of facility back in 2002, currently we are experiencing areas of low light and visibility and increased bulb replacement.",10100,10100,17/18,Y,Completed,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2018-6235-003,Vehicle Rehabilitation,Morongo Basin Transit Authority,State of Good Repair,"The vehicles identified are midway through their useful life and due to historical data, an engine and/or transmission does not make it through the total useful life of the bus. The condition of the bus is good, but the engine and/ or transmission may fail within the next 25,000 miles.",8805,8805,17/18,Y,Completed,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2018-6235-004,Security Surveillance Upgrades,Morongo Basin Transit Authority,State of Good Repair,"MBTA has had equipment in place since January 2009 and have experienced some equipment failures,  low light resolution issues and visibility issues from the monitoring location.",3030,3030,17/18,Y,Completed,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2019-6235-007,Bus Stop Improvements & Lighting,Morongo Basin Transit Authority,State of Good Repair,"MBTA will purchase 2 shelter kits for 2 bus stops located at SR-62 and Park Blvd in Joshua Tree and Adobe Rd and Gorgonio Dr in Twentynine Palms; and replace solar-powered lighting at 8 bus stops in Yucca Valley, Joshua Tree, and Twentynine Palms.",25186,25186,18/19,Y,In Progress,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2019-6235-008,Lot Resurface,Morongo Basin Transit Authority,State of Good Repair,"MBTA will utilize SGR funds to grade, resurface, and restripe the lot at the MBTA Operations Facility in Joshua Tree.*Received funding from Bus Stop Improvements & Lighting and Facility Lighting Upgrades",38999,38999,18/19,Y,In Progress,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2019-6235-009,Engine Overhauls,Morongo Basin Transit Authority,State of Good Repair,MBTA will use SGR funds to fund vehicle rehabilitations which may include engine or transmission replacements.,55000,55000,18/19,Y,Completed,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2020-6235-010,Shelter Rehabilitation,Morongo Basin Transit Authority,State of Good Repair,MBTA will rehabilitate existing lighting systems installed at various bus shelters in MBTA's service area.  Batteries will be replaced and the original fluorescent lights will be upgraded to new LED lights.,38934,38934,19/20,Y,In Progress,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2020-6235-011,Joshua Tree Roadway Project,Morongo Basin Transit Authority,State of Good Repair,"MBTA will use a portion of their SGR allocation to rehabilitate the facility encompassed roadway that leads from the Operations Center to State Route 62.  Rehabilitation work will include grading, compacting, and replacing sections of asphalt on the roadway.*Received funding from Bus Stop Improvements & Lighting and Facility Lighting Upgrades & Yucca Valley Video Surveillance projects",17786,17786,19/20,Y,Planned,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2020-6235-012,Photovoltaic Illuminated Bus Stop Project,Morongo Basin Transit Authority,State of Good Repair,MBTA will install photovoltaic (PV) bus stop lighting systems at seventeen (17) bus stops.  Illuminated bus stops deter crime and reduce instances of riders being passed up due to low visibility.,26291,26291,19/20,Y,In Progress,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'TEMP-SGR-6235-Y,Supervisor Van,Morongo Basin Transit Authority,State of Good Repair,"With SGR funds, MBTA will replace the Field Supervisor Vehicle, which is currently 10 years old. Due to its age, wear and tear, and increased costs to operate, replacing it with a newer Hybrid Electric vehicle will not only reduce its operating cost but will reduce greenhouse gas emissions.",26416,26416,20/21,Y,Planned,42,16,San Bernardino,"Twentynine Palms, Yucca Valley",8,N,9/9/2021
'2018-6235-002,Bus Stop Improvements,Morongo Basin Transit Authority,State of Good Repair,"MBTA has determined the need to relocate and upgrade 1 existing bus stop, the current location has accessibility barriers, the shelter is approximately 12 years old and has significant weathering and the shelters lighting system is failing, no replacement lighting available due to the age.",67436,67436,17/18,Y,Completed,42,16,San Bernardino,Yucca Valley,8,N,9/9/2021
'2019-6235-006,Facility Lighting Upgrades,Morongo Basin Transit Authority,State of Good Repair,"MBTA will perform upgrades to the facility lighting system at the Yucca Valley Transit Center. MBTA utilized Fiscal Year 2017/2018 SGR funds to upgrade the lighting system at the MBTA Operations Center located in Joshua Tree.*Transferring savings $5,345 to Lot Resurface & Joshua Tree Roadway.",9655,9655,18/19,Y,Completed,42,16,San Bernardino,Yucca Valley,8,N,9/9/2021
'2020-6235-013,Yucca Valley Video Surveillance Project,Morongo Basin Transit Authority,State of Good Repair,MBTA will use SGR funds to replace the existing video surveillance system installed at the Yucca Valley Transit Center.  The system was installed in 2009 and replacement parts needed to maintain the system are no longer available.,16451,16451,19/20,Y,Completed,42,16,San Bernardino,Yucca Valley,8,N,9/9/2021
'2018-6292-001,Bus Stop Improvements,Mountain Area Regional Transit Authority,State of Good Repair,"Mountain Transit will improve bus stops in the Mountain Transit service area. The bus stop improvements will include design plans, construction of the bus pad and shelter, solar lighting, and ADA improvements as necessary.",303322,158149,17/18,Y,In Progress,33,23,San Bernardino,Big Bear Lake,8,N,9/9/2021
'2020-6292-003,Demand Response Fleet Improvement,Mountain Area Regional Transit Authority,State of Good Repair,Purchase three new vehicles for the replacement of an aging fleet dedicated to dial-a-ride demand response services.   Transferring of SGR funds (previously allocated to bus stop improvements projct) for replacing  of the 2- 2015 Braun Entervans and 1- 2012 Aerolite Ford E450 that have met their useful life in years and/or miles,135930.65,135930,19/20,Y,In Progress,33,23,San Bernardino,Big Bear Lake,8,N,9/9/2021
'ATP5-04-104M,Richmond-San Rafael Bridge Shared Use Path Gap Closure,MTC-SAFE,Active Transportation Program,"Construction of a multiuse pathway to connect users between existing pathways, the SF Bay Trail, and the new bicycle and pedestrian facility on the Richmond-San Rafael Bridge.",5612000,4302000,20/21,Y,Planned,10,2,Marin,Corte Madera,4,N,9/13/2021
'LSR-117,Buhman Road Bridge,Napa County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Bicycle Lane (New), Paving and/or Striping Rehab/Repair (Existing Safety), Bridge Structure Rehab/Repair (Existing), Bridge Repair",1600000,96853,19/20,Y,Planned,4,3,Napa,,4,N,6/30/2021
'LSR-118,Silverado Trail Phase K,Napa County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Pavement Rehab/Repair (Existing), Pavement Overlay",3503763,303763,19/20,Y,Planned,4,3,Napa,,4,N,6/30/2021
'LSR-3045,Stice Subdivision,Napa County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Pavement Seals",386870,386870,19/20,Y,Completed,4,3,Napa,,4,N,6/30/2021
'LSR-3046,Zinfandel Lane Overlays,Napa County,Local Streets and Roads,"Bicycle Lane Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Pavement Rehab/Repair (Existing), This project was part of Silverado I&J project but upon design it was split.    SB1 funded portion of the project is now complete.  Next phase is funded by local Measure T tax.",440000,440000,19/20,Y,Completed,4,3,Napa,,4,N,6/30/2021
'LSR-113,Mt. Veeder Road Bridge,Napa County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Document Preparation, Cost Estimating, Environmental Study/Documents, Pavement Rehab/Repair (Existing), Preliminary Design, Project Scope Development, Bridge Structure Rehab/Repair (Existing), Feasibility Study, Bridge Repair/Replace",5500000,35496,19/20,Y,Planned,4,3,Napa,,4,N,6/30/2021
'LSR-122,Partrick Road Rehabilitation,Napa County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Sub grade stabilization and overlays",161843,161843,19/20,Y,Completed,4,3,Napa,,4,N,6/30/2021
'LSR-123,Soda Canyon Road Rehabilitation,Napa County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Pavement Rehab/Repair (Existing), Sub grade stabilization and overlays",150000,150000,19/20,Y,Completed,4,3,Napa,,4,N,6/30/2021
'LSR-125,Milton Road Rehabilitation,Napa County,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Pavement Rehab/Repair (Existing), Full Depth Replacement (FDR)/double chip seal, SB1 funded portion of the project is now complete.  Next phase is funded by local Measure T tax.",427747,427747,19/20,Y,Completed,4,3,Napa,,4,N,6/30/2021
'LSR-5719,"Devlin Road Segment F""""",Napa County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety)",405931,405931,19/20,Y,Completed,4,3,Napa,,4,N,6/30/2021
'LSR-5750,Countywide Road Striping Project Phase 2,Napa County,Local Streets and Roads,Paving and/or Striping Rehab/Repair (Existing Safety),228289,27267,19/20,Y,InProgress,4,3,Napa,,4,N,6/30/2021
'LSR-94,Traffic Signal and Street Light Installation and Rehabilitation,Napa County,Local Streets and Roads,"Traffic Signals, Lights, and/or Signage Rehab/Repair (Existing Safety), Traffic Signals, Lights, and/or Signage Installation (New Safety), Upgrade for existing traffic signals and install and repair approximately 10 street lights.",160000,76242,19/20,Y,InProgress,4,3,Napa,,4,N,6/30/2021
'LSR-96,Silverado Trail Phases I & J Overlays,Napa County,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Bicycle Lane Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Storm Drain and/or Culvert Rehab/Repair (Existing), Pre-Construction prep work also included vegetation management., Zinfandel Overlays is no longer part of this project is a standalone project.",2029268,1655559,19/20,Y,Completed,4,3,Napa,,4,N,6/30/2021
'ATP2-04-126M,Napa Valley Vine Trail: St. Helena to Calistoga,Napa Valley Transportation Authority,Active Transportation Program,Construct 8.4 miles of the Class I bicycle and pedestrian facility.,9206000,0,15/16,N,In Progress,4,3,Napa,Napa,4,Y,9/13/2021
'0418000258,Napa County Safe Routes to School Program,Napa Valley Transportation Authority,Active Transportation Program,"The Napa County SRTS Program will evaluate existing transportation conditions surrounding 38 Napa County schools impacting 21,002 students, identify necessary infrastructure improvements, provide comprehensive programming to 8 identified high need schools impacting 4,103 students, and raise community awareness regarding safety of walking and biking.",811000,437000,16/17,Y,Planned,4,3,Napa,Napa,4,N,9/13/2021
